2,4994
3,4017
4,3489
5,3824
6,3877
7,3627
8,3765
9,3667
10,3434
11,3345
12,3405
13,3318
14,3390
15,3526
16,3486
17,3485
18,3439
19,3611
20,3603
21,3656
22,3534
23,3493
24,3581
25,3622
26,3564
27,3503
28,3595
29,3395
30,3358
31,3321
32,3233
33,3255
34,3167
35,3292
36,3261
37,3177
38,3158
39,3124
40,3126
41,3135
42,3034
43,2934
44,2917
45,2949
46,2916
47,2932
48,2992
49,2980
50,2953
51,2912
52,2896
53,2888
54,2856
55,2873
56,2908
57,2966
58,2977
59,3001
60,3016
61,2980
62,2947
63,2940
64,2968
65,2956
66,2985
67,2982
68,2969
69,3003
70,2997
71,2973
72,2983
73,3008
74,2949
75,2939
76,2904
77,2846
78,2828
79,2833
80,2831
81,2841
82,2816
83,2806
84,2828
85,2850
86,2846
87,2857
88,2828
89,2831
90,2842
91,2783
92,2781
93,2792
94,2795
95,2796
96,2790
97,2793
98,2777
99,2767
100,2772
101,2780
102,2788
103,2789
104,2778
105,2781
106,2750
107,2761
108,2765
109,2768
110,2768
111,2740
112,2758
113,2774
114,2761
115,2776
116,2779
117,2786
118,2784
119,2808
120,2780
121,2792
122,2799
123,2802
124,2826
125,2833
126,2820
127,2789
128,2779
129,2789
130,2762
131,2778
132,2767
133,2781
134,2765
135,2759
136,2744
137,2743
138,2742
139,2749
140,2741
141,2740
142,2754
143,2745
144,2727
145,2724
146,2707
147,2700
148,2700
149,2710
150,2723
151,2715
152,2712
153,2734
154,2737
155,2737
156,2743
157,2738
158,2731
159,2718
160,2725
161,2701
162,2715
163,2712
164,2711
165,2724
166,2734
167,2743
168,2736
169,2720
170,2723
171,2734
172,2742
173,2757
174,2761
175,2761
176,2751
177,2758
178,2771
179,2753
180,2750
181,2754
182,2761
183,2777
184,2782
185,2794
186,2774
187,2760
188,2754
189,2748
190,2748
191,2731
192,2719
193,2721
194,2713
195,2694
196,2696
197,2688
198,2686
199,2686
200,2686
201,2691
202,2683
203,2693
204,2697
205,2693
206,2705
207,2709
208,2714
209,2733
210,2739
211,2741
212,2750
213,2735
214,2734
215,2710
216,2703
217,2708
218,2706
219,2698
220,2709
221,2718
222,2718
223,2716
224,2710
225,2706
226,2702
227,2705
228,2708
229,2718
230,2722
231,2722
232,2719
233,2716
234,2717
235,2710
236,2705
237,2700
238,2702
239,2710
240,2701
241,2689
242,2693
243,2689
244,2696
245,2689
246,2695
247,2697
248,2708
249,2706
250,2707
251,2695
252,2699
253,2689
254,2694
255,2696
256,2693
257,2702
258,2704
259,2710
260,2700
261,2707
262,2708
263,2714
264,2711
265,2700
266,2703
267,2705
268,2699
269,2698
270,2697
271,2697
272,2704
273,2705
274,2708
275,2714
276,2715
277,2725
278,2720
279,2713
280,2706
281,2707
282,2709
283,2724
284,2727
285,2729
286,2733
287,2735
288,2741
289,2741
290,2743
291,2741
292,2732
293,2731
294,2736
295,2734
296,2734
297,2736
298,2731
299,2741
300,2748
301,2735
302,2734
303,2743
304,2732
305,2734
306,2739
307,2736
308,2728
309,2724
310,2721
311,2737
312,2728
313,2735
314,2741
315,2735
316,2740
317,2737
318,2746
319,2735
320,2729
321,2713
322,2716
323,2727
324,2714
325,2717
326,2712
327,2711
328,2709
329,2701
330,2705
331,2713
332,2710
333,2706
334,2707
335,2702
336,2702
337,2703
338,2705
339,2707
340,2699
341,2700
342,2697
343,2692
344,2693
345,2696
346,2689
347,2690
348,2693
349,2690
350,2685
351,2685
352,2687
353,2687
354,2693
355,2699
356,2700
357,2704
358,2687
359,2690
360,2692
361,2694
362,2703
363,2702
364,2700
365,2702
366,2694
367,2688
368,2692
369,2693
370,2692
371,2688
372,2690
373,2692
374,2695
375,2691
376,2694
377,2694
378,2689
379,2692
380,2691
381,2689
382,2687
383,2694
384,2691
385,2682
386,2685
387,2687
388,2687
389,2689
390,2691
391,2691
392,2694
393,2694
394,2696
395,2699
396,2699
397,2701
398,2704
399,2700
400,2702
401,2699
402,2701
403,2704
404,2700
405,2706
406,2707
407,2709
408,2710
409,2714
410,2716
411,2719
412,2721
413,2718
414,2717
415,2719
416,2720
417,2716
418,2711
419,2714
420,2716
421,2711
422,2710
423,2719
424,2706
425,2700
426,2713
427,2709
428,2707
429,2713
430,2711
431,2711
432,2714
433,2718
434,2719
435,2709
436,2715
437,2709
438,2708
439,2711
440,2716
441,2706
442,2711
443,2714
444,2720
445,2714
446,2718
447,2722
448,2730
449,2723
450,2728
451,2730
452,2733
453,2731
454,2722
455,2722
456,2713
457,2713
458,2715
459,2720
460,2731
461,2727
462,2728
463,2724
464,2732
465,2726
466,2734
467,2735
468,2734
469,2739
470,2739
471,2730
472,2731
473,2731
474,2728
475,2724
476,2730
477,2737
478,2744
479,2733
480,2730
481,2731
482,2733
483,2729
484,2727
485,2729
486,2727
487,2719
488,2724
489,2728
490,2722
491,2720
492,2719
493,2718
494,2719
495,2717
496,2720
497,2713
498,2717
499,2701
500,2697
501,2693
502,2696
503,2695
504,2698
505,2700
506,2687
507,2684
508,2686
509,2689
510,2691
511,2686
512,2681
513,2685
514,2684
515,2686
516,2682
517,2685
518,2690
519,2693
520,2699
521,2703
522,2704
523,2697
524,2701
525,2698
526,2699
527,2697
528,2692
529,2682
530,2687
531,2690
532,2685
533,2691
534,2691
535,2695
536,2690
537,2684
538,2686
539,2684
540,2679
541,2671
542,2670
543,2666
544,2663
545,2665
546,2662
547,2661
548,2663
549,2668
550,2670
551,2670
552,2674
553,2679
554,2672
555,2669
556,2673
557,2669
558,2670
559,2676
560,2670
561,2677
562,2683
563,2685
564,2685
565,2685
566,2687
567,2685
568,2685
569,2687
570,2687
571,2685
572,2682
573,2683
574,2678
575,2680
576,2677
577,2679
578,2679
579,2682
580,2678
581,2682
582,2682
583,2680
584,2680
585,2680
586,2681
587,2678
588,2679
589,2680
590,2679
591,2682
592,2675
593,2677
594,2676
595,2677
596,2678
597,2682
598,2683
599,2680
600,2672
601,2675
602,2674
603,2677
604,2676
605,2678
606,2681
607,2678
608,2676
609,2676
610,2675
611,2679
612,2680
613,2678
614,2678
615,2679
616,2680
617,2687
618,2687
619,2686
620,2686
621,2688
622,2687
623,2691
624,2695
625,2695
626,2696
627,2696
628,2698
629,2702
630,2698
631,2700
632,2703
633,2703
634,2705
635,2707
636,2703
637,2705
638,2702
639,2701
640,2702
641,2705
642,2701
643,2699
644,2705
645,2706
646,2707
647,2705
648,2706
649,2702
650,2706
651,2706
652,2710
653,2715
654,2719
655,2724
656,2717
657,2719
658,2721
659,2725
660,2722
661,2721
662,2720
663,2723
664,2717
665,2718
666,2718
667,2720
668,2721
669,2721
670,2726
671,2731
672,2741
673,2738
674,2736
675,2733
676,2734
677,2735
678,2723
679,2719
680,2714
681,2720
682,2727
683,2725
684,2712
685,2714
686,2723
687,2720
688,2711
689,2705
690,2702
691,2711
692,2713
693,2714
694,2709
695,2705
696,2704
697,2713
698,2709
699,2699
700,2701
701,2697
702,2689
703,2683
704,2691
705,2692
706,2691
707,2678
708,2676
709,2675
710,2679
711,2678
712,2686
713,2688
714,2687
715,2681
716,2686
717,2684
718,2689
719,2694
720,2695
721,2696
722,2705
723,2707
724,2706
725,2707
726,2710
727,2708
728,2699
729,2703
730,2691
731,2680
732,2674
733,2671
734,2672
735,2673
736,2668
737,2661
738,2666
739,2673
740,2675
741,2675
742,2675
743,2678
744,2674
745,2670
746,2672
747,2669
748,2667
749,2671
750,2671
751,2672
752,2671
753,2672
754,2673
755,2676
756,2678
757,2680
