758,2682
759,2671
760,2685
761,2675
762,2677
763,2674
764,2673
765,2674
766,2677
767,2679
768,2684
769,2676
770,2679
771,2684
772,2685
773,2678
774,2681
775,2682
776,2685
777,2689
778,2685
779,2688
780,2689
781,2683
782,2677
783,2672
784,2672
785,2675
786,2686
787,2687
788,2688
789,2686
790,2685
791,2687
792,2689
793,2689
794,2689
795,2688
796,2686
797,2694
798,2691
799,2686
800,2684
801,2681
802,2680
803,2676
804,2676
805,2677
806,2677
807,2674
808,2670
809,2675
810,2675
811,2676
812,2676
813,2675
814,2675
815,2679
816,2677
817,2677
818,2675
819,2670
820,2671
821,2674
822,2671
823,2668
824,2663
825,2650
826,2647
827,2647
828,2645
829,2647
830,2645
831,2647
832,2648
833,2645
834,2647
835,2645
836,2646
837,2646
838,2647
839,2649
840,2652
841,2656
842,2655
843,2653
844,2657
845,2658
846,2656
847,2659
848,2658
849,2661
850,2661
851,2660
852,2662
853,2663
854,2662
855,2664
856,2664
857,2665
858,2662
859,2663
860,2663
861,2664
862,2666
863,2665
864,2660
865,2658
866,2657
867,2657
868,2652
869,2652
870,2652
871,2650
872,2651
873,2652
874,2653
875,2653
876,2653
877,2653
878,2651
879,2649
880,2651
881,2652
882,2651
883,2652
884,2651
885,2648
886,2648
887,2647
888,2649
889,2652
890,2652
891,2655
892,2656
893,2657
894,2653
895,2654
896,2654
897,2652
898,2653
899,2648
900,2647
901,2641
902,2644
903,2645
904,2645
905,2645
906,2649
907,2648
908,2649
909,2645
910,2648
911,2649
912,2647
913,2648
914,2647
915,2645
916,2645
917,2646
918,2644
919,2649
920,2646
921,2648
922,2650
923,2650
924,2649
925,2647
926,2647
927,2650
928,2650
929,2650
930,2649
931,2652
932,2648
933,2650
934,2648
935,2646
936,2649
937,2648
938,2649
939,2648
940,2646
941,2645
942,2643
943,2645
944,2643
945,2641
946,2640
947,2641
948,2640
949,2640
950,2639
951,2636
952,2638
953,2638
954,2637
955,2635
956,2636
957,2636
958,2635
959,2638
960,2639
961,2640
962,2640
963,2641
964,2642
965,2644
966,2645
967,2643
968,2644
969,2644
970,2646
971,2646
972,2642
973,2638
974,2634
975,2634
976,2636
977,2637
978,2636
979,2634
980,2635
981,2638
982,2638
983,2641
984,2639
985,2637
986,2637
987,2638
988,2637
989,2638
990,2638
991,2639
992,2641
993,2640
994,2641
995,2641
996,2640
997,2640
998,2641
999,2641
